Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,0,2,1396,1,5,2,1,4,1,62,3,2,2,2,2,9945,8,0,16,3,4,0,16,3,4,13,11,3,7
33,0,2,147,1,4,4,3,3,0,47,2,1,6,2,1,13248,6,0,21,4,4,0,7,3,3,3,2,1,1
37,0,1,663,1,11,3,4,2,1,47,3,3,5,4,0,10056,1,1,14,3,3,3,10,1,3,10,8,0,7
38,0,2,119,2,3,3,1,1,1,76,3,3,7,3,0,9647,0,0,12,3,3,2,17,6,2,16,10,5,13
31,0,0,979,1,1,4,3,3,1,90,1,2,4,3,1,4381,0,0,12,3,4,1,6,2,3,5,4,1,4
59,0,2,142,1,3,3,1,3,1,70,2,1,6,4,1,8456,3,0,17,3,1,1,7,6,3,1,0,0,0
37,0,1,319,2,4,4,2,1,1,41,3,1,8,4,0,2539,4,0,17,3,3,1,13,2,3,9,8,5,8
29,0,1,1413,2,1,1,3,2,0,42,3,3,7,4,1,6599,1,0,14,3,4,1,11,5,3,11,10,4,1
35,0,1,944,2,1,3,2,3,0,92,3,3,7,3,2,9096,1,0,14,3,1,0,10,3,4,10,7,0,8
29,1,2,896,1,18,1,3,3,1,86,2,1,6,4,2,14961,1,1,13,3,3,0,4,3,2,4,3,0,1
52,0,2,1323,1,2,3,1,3,0,89,2,1,2,4,2,3300,7,0,15,3,2,0,6,3,2,2,2,2,2
42,0,2,532,1,4,2,5,3,1,58,3,5,3,4,1,4933,1,0,11,3,4,0,22,3,3,22,17,11,15
59,0,2,818,0,6,2,3,2,1,52,3,1,1,3,1,25657,8,0,17,3,4,0,7,2,2,2,2,2,2
50,0,2,854,2,1,4,3,4,0,68,3,5,3,4,0,24118,3,0,11,3,3,1,32,3,2,7,0,0,6
33,1,2,813,1,14,3,3,3,1,58,3,1,2,4,1,22149,5,1,13,3,3,1,8,2,1,5,4,0,4
43,0,2,1034,2,16,3,2,4,0,80,3,4,3,4,1,7744,5,1,22,4,3,1,22,3,3,17,13,1,9
33,1,2,465,1,2,2,1,1,0,39,3,1,2,1,1,21509,7,0,20,4,1,0,13,3,4,9,7,1,7
52,0,0,771,2,2,4,1,1,1,79,2,5,3,3,2,21030,1,1,18,3,4,0,33,2,4,33,7,15,12
32,0,2,1401,2,4,2,1,3,0,56,3,1,8,2,1,20990,2,0,11,3,1,1,6,5,3,4,3,1,2
32,1,2,515,1,1,3,1,4,1,62,2,1,2,3,2,9571,0,1,14,3,4,0,4,2,1,3,2,1,2
39,0,2,1431,1,1,4,3,3,0,96,3,1,2,3,0,15417,7,0,14,3,3,3,7,1,3,3,2,1,2
32,0,0,976,2,26,4,2,3,1,100,3,2,7,4,1,12069,0,0,18,3,1,0,4,2,3,3,2,2,2
41,0,2,1411,1,19,2,1,3,1,36,3,2,6,1,0,19877,2,0,16,3,1,2,17,2,2,1,0,0,0
40,0,2,1300,1,24,2,5,1,1,62,3,2,6,4,0,24447,1,0,17,3,1,2,9,3,3,9,8,4,7
45,0,2,252,1,1,3,4,3,1,70,4,5,3,4,1,15970,0,0,11,3,3,1,25,2,3,24,0,1,7
31,0,1,1327,1,3,4,3,2,1,73,3,3,5,3,0,13523,9,0,12,3,1,1,9,3,3,2,2,2,2
33,0,2,832,1,5,4,1,3,0,63,2,1,6,4,1,14776,1,0,13,3,3,1,2,2,2,2,2,0,2
34,0,2,470,1,2,4,1,4,1,84,2,2,4,1,1,23687,6,0,13,3,2,1,13,3,3,11,9,5,9
37,0,2,1017,1,1,2,3,3,0,83,2,1,6,1,1,18697,2,0,14,3,1,1,17,2,2,3,1,0,2
45,0,1,1199,1,7,4,1,1,1,77,4,2,4,3,1,5118,4,0,17,3,4,1,9,1,3,3,2,0,2
37,1,1,504,1,10,3,3,1,1,61,3,3,4,3,0,22573,6,0,11,3,2,2,17,5,3,1,0,0,0
39,0,1,505,1,2,4,5,3,0,64,3,3,0,3,2,6420,0,0,25,4,4,0,20,1,3,19,6,11,8
29,0,2,665,1,15,3,1,3,1,60,3,1,6,4,2,22673,1,0,19,3,1,0,6,1,3,6,5,1,5
42,0,2,916,1,17,2,1,4,0,82,4,2,6,1,2,23016,3,1,13,3,3,0,10,1,3,3,2,0,2
29,0,2,1247,2,20,2,2,4,1,45,3,2,7,4,0,10732,2,0,14,3,4,1,10,2,3,3,2,0,2
25,0,2,685,1,1,3,1,1,0,62,3,2,4,3,1,7505,0,0,12,3,4,2,5,3,3,4,2,1,2
42,0,2,269,1,2,3,3,4,0,56,2,1,2,1,0,8007,0,1,11,3,3,1,10,4,3,9,6,7,8
40,0,2,1416,1,2,2,3,1,1,49,3,5,5,3,0,5949,0,0,19,3,4,1,22,5,3,21,7,3,9
51,0,2,833,1,1,3,1,3,1,96,3,1,6,4,1,23231,1,0,11,3,2,0,1,0,2,1,0,0,0
31,1,1,307,1,29,2,3,3,1,71,2,1,2,2,2,11652,0,0,11,3,2,0,6,2,4,5,4,1,4
32,0,1,1311,1,7,3,1,2,1,100,4,1,2,2,1,26062,1,0,20,4,3,0,5,3,1,5,1,0,3
38,0,0,1327,2,2,2,1,4,1,39,2,2,7,4,1,19682,3,0,18,3,4,1,13,0,3,8,7,7,5
32,0,2,128,1,2,1,5,4,1,84,2,2,2,1,2,19737,4,0,13,3,4,0,9,5,3,6,2,0,4
46,0,2,488,2,2,3,5,3,0,75,1,4,3,2,1,14977,3,1,12,3,2,1,28,2,2,7,7,7,7
28,1,2,529,1,2,4,1,1,1,79,3,1,2,3,2,14935,2,0,11,3,3,0,5,5,1,0,0,0,0
29,0,2,1210,2,2,3,3,1,1,78,2,2,7,2,1,3687,2,0,19,3,2,2,10,2,3,0,0,0,0
31,0,2,1463,1,23,3,3,2,1,64,2,2,0,4,1,14408,0,0,21,4,2,1,10,2,3,9,0,7,8
25,0,0,675,1,5,2,1,2,1,85,4,2,0,1,0,18384,1,0,12,3,4,2,6,2,3,6,3,1,5
45,0,2,1385,1,20,2,3,3,1,79,3,4,0,4,1,7501,0,1,14,3,2,0,21,2,3,20,7,4,10
36,0,2,1403,1,6,3,1,4,1,47,3,1,2,4,1,20251,0,0,11,3,3,1,16,4,3,15,13,10,11
55,0,2,452,1,1,3,3,4,1,81,3,5,3,1,2,18938,0,1,14,3,3,0,37,2,3,36,10,4,13
47,1,0,666,1,29,4,1,1,1,88,3,3,3,2,1,10268,1,1,12,3,4,1,10,2,2,10,7,9,9
28,0,2,1158,1,9,3,3,4,1,94,3,1,6,4,1,2613,1,0,23,4,4,1,5,3,2,5,2,0,4
37,0,2,228,2,6,4,3,3,1,98,3,2,7,4,1,22825,4,0,14,3,2,1,7,5,4,5,4,0,1
21,0,2,996,1,3,2,3,4,1,100,2,1,6,3,2,10531,1,0,17,3,1,0,3,4,4,3,2,1,0
37,0,0,728,1,1,4,3,1,0,80,3,3,5,4,0,11677,2,1,18,3,1,2,15,2,3,5,2,0,2
35,0,2,1315,1,22,3,1,2,0,71,4,3,3,2,0,19100,7,0,18,3,2,1,10,6,2,7,7,6,2
38,0,2,322,2,7,2,3,1,0,44,4,2,7,1,0,19191,1,1,24,4,3,1,8,3,3,8,0,7,7
26,0,1,1479,1,1,3,1,3,0,84,3,2,4,2,0,26767,1,0,20,4,1,1,6,6,1,6,5,1,4
50,0,2,797,1,4,1,1,1,1,96,3,5,5,2,0,15815,3,0,14,3,1,2,28,4,2,10,4,1,6
53,0,2,1070,1,3,4,3,3,1,45,3,4,5,3,1,21016,3,1,16,3,4,3,21,5,2,5,3,1,3
42,0,2,635,2,1,1,1,2,1,99,3,2,7,3,1,24532,1,0,25,4,3,0,20,3,3,20,16,11,6
29,0,1,442,2,2,2,1,2,1,44,3,2,7,4,2,20260,1,0,18,3,1,0,10,3,2,10,7,0,9
55,0,2,147,1,20,2,5,2,1,37,3,2,2,4,1,15972,3,1,19,3,4,1,12,4,3,10,7,0,8
26,0,1,496,1,11,2,3,1,1,60,3,2,0,1,1,22722,1,1,13,3,3,1,5,3,3,5,3,3,3
37,0,2,1372,1,1,3,1,4,0,42,3,1,6,4,2,15881,1,0,12,3,2,0,17,3,3,17,12,5,7
44,1,1,920,1,24,3,1,4,1,43,3,1,2,3,0,19920,3,1,22,4,4,1,19,0,1,1,0,0,0
38,0,2,688,1,23,4,1,4,1,82,3,2,0,4,0,18899,9,0,14,3,2,1,10,2,3,2,2,1,2
26,1,2,1449,1,16,4,3,1,1,45,3,1,2,2,0,14180,2,1,13,3,4,1,5,2,3,3,2,0,2
28,0,2,1117,1,8,2,1,4,0,66,3,1,6,4,2,4488,1,0,21,4,4,0,5,3,3,5,3,0,2
49,0,1,636,1,10,4,1,3,0,35,3,5,5,1,2,25594,9,1,11,3,4,0,22,4,3,3,2,1,2
36,0,2,506,1,3,3,5,3,1,30,3,2,6,2,2,26285,4,0,12,3,4,0,10,2,3,8,0,7,7
31,0,1,444,2,5,3,2,4,0,84,3,1,8,2,0,3909,1,0,11,3,3,1,2,5,2,2,2,2,2
26,1,2,950,2,4,4,2,4,1,48,2,2,7,4,2,8450,1,1,12,3,2,0,8,0,3,8,7,7,4
37,0,1,889,1,9,3,3,2,1,53,3,1,6,4,1,11411,1,1,12,3,3,3,4,3,2,4,2,1,2
42,0,1,555,2,26,3,2,3,0,77,3,4,7,2,1,14864,5,0,14,3,4,1,23,2,4,20,4,4,8
18,1,2,230,1,3,3,1,3,1,54,3,1,2,3,2,25233,1,0,13,3,3,0,0,2,3,0,0,0,0
35,0,2,1232,2,16,3,2,3,1,96,3,3,7,2,1,5100,0,0,15,3,3,2,12,3,2,11,9,6,9
36,0,1,566,1,18,4,1,3,1,81,4,1,2,4,1,7122,4,0,18,3,4,2,4,2,3,1,0,0,0
51,0,2,1302,1,2,3,3,4,1,84,1,2,4,2,0,16321,5,0,18,3,4,1,13,3,3,4,1,1,2
41,0,2,334,2,2,4,1,4,1,88,3,4,3,2,2,15896,1,0,19,3,2,0,22,2,3,22,10,0,4
18,0,2,812,2,10,3,3,4,0,69,2,1,8,3,2,9724,1,0,12,3,1,0,0,2,3,0,0,0,0
28,0,2,1476,1,16,2,3,2,1,68,4,2,0,1,2,4824,0,0,19,3,3,0,9,2,3,8,3,0,7
31,0,2,218,2,7,3,5,2,1,100,4,2,7,4,1,12241,4,0,11,3,2,1,10,3,2,8,7,7,7
39,0,2,1132,1,1,3,3,3,1,48,4,3,0,4,0,10942,0,0,17,3,1,3,19,5,2,18,10,3,7
36,0,0,1105,1,24,4,1,2,0,47,3,2,2,2,1,6927,7,0,15,3,3,1,11,3,3,9,8,0,8
32,0,2,906,2,7,3,1,4,1,91,2,2,7,3,1,16985,1,0,14,3,3,1,13,3,2,13,8,4,8
38,0,2,849,1,25,2,1,1,0,81,2,3,5,2,1,26707,3,0,17,3,3,1,19,2,3,10,8,0,1
58,0,0,390,1,1,4,1,4,1,32,1,2,0,3,0,17056,2,1,13,3,4,1,12,2,3,5,3,1,2
31,0,2,691,1,5,4,5,3,1,86,3,1,6,4,1,10077,0,1,12,3,3,1,6,4,3,5,2,0,3
31,0,2,106,0,2,3,0,1,1,62,2,2,1,1,1,17822,3,0,12,3,4,0,9,1,3,2,2,1,0
45,0,1,1249,1,7,3,1,1,1,97,3,3,2,1,0,20308,1,0,18,3,1,1,24,2,3,24,9,9,11
31,0,2,192,1,2,4,1,3,1,32,3,1,6,4,0,7747,0,1,18,3,2,1,3,2,1,2,2,2,2
33,0,1,553,1,5,4,1,4,0,74,3,3,3,2,1,23364,6,0,11,3,2,2,12,2,3,10,6,8,8
39,0,2,117,1,10,1,3,3,1,99,3,4,3,1,1,5355,1,1,14,3,4,0,21,3,3,21,9,11,10
43,0,1,185,1,10,4,1,3,0,33,3,1,2,4,2,10675,0,0,19,3,1,0,9,5,3,8,7,1,7
49,0,2,1091,1,1,2,5,3,0,90,2,4,0,3,2,17810,7,1,12,3,4,0,25,2,3,7,1,0,7
52,1,2,723,1,8,4,3,3,1,85,2,2,6,2,1,17747,2,0,15,3,1,0,11,3,2,8,2,7,7
27,0,2,1220,1,5,3,1,3,0,85,3,1,6,2,2,20938,1,1,12,3,2,0,4,2,2,4,3,1,2
32,0,2,588,2,8,2,5,3,0,65,2,2,7,2,1,24624,1,1,11,3,4,0,13,2,3,13,12,11,9
27,0,2,1377,2,2,3,1,4,1,74,3,2,7,3,2,5242,1,1,11,3,1,0,5,3,3,5,4,0,4
31,0,2,691,2,7,3,2,4,1,73,3,2,7,4,0,7143,4,0,12,3,4,3,13,3,3,7,7,1,7
32,0,2,1018,1,2,4,3,1,0,74,4,2,6,4,2,10557,7,0,16,3,3,0,10,0,2,7,7,0,7
28,1,2,1157,1,2,4,3,1,1,84,1,1,6,4,1,24737,5,1,13,3,4,0,5,4,2,3,2,2,2
30,0,2,1275,1,28,2,3,4,0,64,3,2,6,4,1,11934,1,0,13,3,4,2,11,2,3,10,8,1,9
31,0,1,798,1,7,2,1,3,0,48,2,3,4,3,1,14034,1,0,24,4,1,1,10,2,3,10,9,8,9
39,0,1,672,1,7,2,3,3,1,54,2,5,3,4,1,21141,1,0,15,3,1,1,21,2,3,21,9,13,3
39,1,2,1162,2,3,2,3,4,0,41,3,2,7,3,1,17778,4,1,18,3,1,0,12,3,2,1,0,0,0
33,0,1,508,2,10,3,2,2,1,46,2,2,7,4,2,4317,3,0,14,3,3,0,9,6,2,7,7,0,1
47,0,2,1482,1,5,5,1,4,1,42,3,5,5,3,1,16375,4,0,11,3,2,1,21,2,3,3,2,1,1
43,0,1,559,1,10,4,1,3,0,82,2,2,2,3,0,6227,1,0,11,3,2,1,9,3,4,9,7,0,0
27,0,0,210,2,1,1,2,3,1,73,3,2,7,2,1,22107,0,1,13,3,4,1,6,0,3,5,4,1,4
54,0,1,928,1,20,4,1,4,0,31,3,2,6,3,2,16885,3,0,12,3,4,0,20,4,2,4,3,0,3
43,0,2,1001,1,7,3,1,3,0,43,3,3,0,1,1,9262,8,0,16,3,1,1,10,1,2,1,0,0,0
45,0,2,549,1,8,4,4,4,1,75,3,2,6,4,1,9278,9,0,14,3,1,2,12,3,3,10,9,9,8
40,0,2,1124,2,1,2,3,2,1,57,1,2,7,4,1,13273,2,1,22,4,3,3,6,2,2,4,3,0,2
29,1,2,318,1,8,4,4,2,1,77,1,1,2,1,1,4759,1,1,11,3,4,0,7,4,2,7,7,0,7
29,0,2,738,1,9,5,4,2,1,30,2,1,2,4,2,7621,0,0,17,3,3,0,4,2,3,3,2,2,2
30,0,2,570,2,5,3,2,4,0,30,2,2,7,3,0,5431,1,0,13,3,3,3,10,2,3,10,9,1,2
27,0,2,1130,2,8,4,2,2,0,56,3,2,7,2,1,3415,1,0,18,3,1,1,8,3,3,8,7,0,7
37,0,2,1192,1,5,2,3,4,1,61,3,2,4,4,0,23177,7,0,16,3,3,2,8,2,2,6,2,0,4
38,0,2,343,1,15,2,1,3,1,92,2,3,5,4,0,15682,0,1,14,3,2,1,12,3,3,11,10,2,9
31,0,2,1232,1,7,4,3,3,0,39,3,3,4,4,2,25713,1,1,14,3,3,0,11,2,2,11,9,4,10
29,0,2,144,2,10,1,2,4,0,39,2,2,7,2,0,11866,1,1,14,3,1,2,7,2,3,7,7,1,7
35,0,2,1296,1,5,4,5,3,1,62,3,3,4,2,2,18264,0,0,13,3,4,0,17,5,3,16,6,0,13
23,0,2,1309,1,26,1,1,3,1,83,3,1,6,4,0,16092,1,0,12,3,3,2,4,2,2,4,2,0,2
41,0,2,483,1,6,3,3,4,1,95,2,2,4,2,2,10110,6,1,15,3,4,0,8,3,3,5,4,1,2
47,0,1,1309,2,4,1,3,2,1,99,3,2,8,3,2,25751,3,0,19,3,1,0,5,3,3,0,0,0,0
42,0,2,810,1,23,5,1,1,0,44,3,4,5,4,2,15901,2,0,14,3,2,0,16,2,3,1,0,0,0
29,0,0,746,2,2,3,1,4,1,61,3,2,7,3,1,16928,1,0,14,3,1,1,4,3,2,4,3,0,2
42,0,2,544,0,2,1,5,3,1,52,3,1,1,3,0,24017,0,1,11,3,3,1,4,5,3,3,2,1,0
32,0,2,1062,1,2,3,3,3,0,75,3,1,2,2,1,3956,1,0,13,3,3,1,8,4,3,8,0,0,7
48,0,2,530,2,29,1,3,1,0,91,3,3,3,3,1,23978,3,0,21,4,2,1,15,3,1,0,0,0,0
37,0,2,1319,1,6,3,3,3,1,51,4,2,6,1,0,17001,4,1,13,3,1,2,13,2,3,7,7,6,7
30,0,0,641,2,25,2,5,4,0,85,3,2,7,3,1,6069,7,1,12,3,2,1,4,2,4,2,2,2,2
26,0,2,933,2,1,3,1,3,1,57,3,2,7,3,1,20156,1,0,17,3,2,1,8,3,3,8,7,7,7
42,0,2,1332,1,2,4,4,1,1,98,2,2,0,4,2,17078,3,0,23,4,2,0,14,6,3,1,0,0,0
21,1,1,756,2,1,1,5,1,0,99,2,1,8,2,2,9150,1,1,11,3,3,0,3,3,3,3,2,1,2
36,0,0,845,2,1,5,3,4,0,45,3,2,7,4,2,15276,4,0,15,3,2,0,7,6,3,1,0,0,0
36,0,1,541,2,3,4,3,1,1,48,2,3,7,4,1,7246,4,0,11,3,1,1,16,2,3,13,9,1,12
57,0,2,593,1,1,4,3,4,1,88,3,2,0,3,1,2967,2,0,11,3,3,0,15,2,3,3,2,1,2
40,0,2,1171,1,10,4,1,4,0,46,4,1,2,3,1,22495,3,1,13,3,3,1,10,3,3,7,7,1,7
21,0,0,895,2,9,2,3,1,1,39,3,1,8,4,2,2851,1,0,24,4,3,0,3,3,2,3,2,2,2
33,1,2,350,2,5,3,2,4,0,34,3,1,8,3,2,9150,1,1,13,3,2,0,1,2,3,1,0,0,0
37,0,2,921,1,10,3,3,3,0,98,3,1,2,1,1,17663,6,0,20,4,2,1,17,3,3,5,4,0,3
46,0,0,1144,1,7,4,3,3,0,30,3,2,4,3,1,16044,2,0,14,3,3,0,7,2,4,1,0,0,0
41,1,1,143,2,4,3,2,1,1,56,3,2,7,2,2,9558,1,0,18,3,3,0,8,5,3,8,7,7,7
50,0,2,1046,1,10,3,5,4,1,100,2,3,0,4,2,2755,6,0,15,3,4,0,20,2,3,4,3,1,3
40,1,2,575,2,22,2,2,3,1,68,2,2,7,3,1,6110,2,1,12,3,1,2,8,6,3,6,4,1,0
31,0,2,408,1,9,4,1,3,1,42,2,1,6,2,2,7551,0,1,16,3,4,0,3,5,3,2,2,2,2
21,1,2,156,2,12,3,1,3,0,90,4,1,8,2,2,25422,1,0,15,3,4,0,1,0,3,1,0,0,0
29,0,2,1283,1,23,3,1,4,1,54,3,1,6,4,2,18168,9,0,16,3,4,0,6,4,3,3,2,1,2
35,0,2,755,1,9,4,1,3,1,97,2,2,0,2,2,19394,9,0,19,3,3,0,10,5,3,1,1,0,0
27,0,2,1469,1,1,2,3,4,1,82,3,1,2,2,0,17881,1,0,11,3,2,1,5,2,3,5,2,0,4
28,0,2,304,2,9,4,1,2,1,92,3,2,7,4,2,20750,1,0,16,3,4,0,7,1,3,7,5,0,7
49,0,2,1261,1,7,3,4,2,1,31,2,3,0,3,2,12066,8,0,24,4,3,0,26,2,3,5,2,0,0
51,0,2,1178,2,14,2,1,3,0,87,3,2,7,4,1,14862,4,0,11,3,3,1,18,2,2,7,7,0,7
36,0,2,329,1,2,3,1,4,0,96,3,1,6,3,1,11868,4,0,13,3,2,1,6,3,3,2,2,2,2
34,1,0,1362,2,19,3,2,1,1,67,4,2,7,4,2,4652,8,1,13,3,2,0,9,3,2,5,2,0,4
55,0,2,1311,1,2,3,1,3,0,97,3,4,3,4,2,23258,2,1,13,3,3,0,30,2,3,5,4,1,2
24,0,2,1371,2,10,4,2,4,0,77,3,2,7,3,0,5915,1,1,12,3,4,1,5,2,4,5,2,0,3
30,0,2,202,2,2,1,5,3,1,72,3,1,8,2,1,17434,1,0,18,3,1,1,1,3,3,1,0,0,0
26,1,1,575,1,3,1,5,3,1,73,3,1,6,1,2,6582,0,0,22,4,3,0,7,2,3,6,4,0,4
22,0,2,253,1,11,3,3,1,0,43,3,1,6,2,1,24440,1,0,13,3,4,1,2,1,3,2,1,1,2
36,0,2,164,2,2,2,3,2,1,61,2,3,7,3,1,3809,1,0,13,3,2,2,10,2,3,10,9,9,0
30,1,1,464,1,4,3,5,3,1,40,3,1,6,4,2,3427,9,1,23,4,3,0,3,4,3,1,0,0,0
37,0,2,1107,1,14,3,1,4,0,95,3,1,2,1,0,26914,1,0,12,3,3,1,18,2,2,18,7,12,17
40,0,2,759,2,2,2,2,4,0,46,3,2,7,2,0,22553,7,0,12,3,3,2,8,5,3,5,4,1,3
42,0,2,201,1,1,4,1,2,0,95,3,1,2,1,0,20490,3,0,16,3,2,1,8,5,3,5,2,1,2
37,0,2,1305,1,10,4,1,3,1,49,3,2,4,2,2,21123,2,1,12,3,4,0,18,2,2,1,0,0,1
43,0,2,982,1,12,3,1,1,1,59,2,4,5,2,0,4345,1,0,11,3,3,1,25,3,3,25,10,3,9
40,0,2,555,1,2,3,3,2,0,78,2,2,2,3,1,13436,6,0,22,4,2,1,20,3,3,1,0,0,0
54,0,2,821,1,5,2,3,1,1,86,3,5,5,1,1,8509,4,0,11,3,3,1,24,4,2,4,2,1,2
34,0,0,1381,2,4,4,2,3,0,72,3,2,7,3,1,12740,9,0,15,3,1,1,6,3,3,3,2,1,2
31,0,2,480,1,7,2,3,2,0,31,3,2,4,1,1,4156,1,0,12,3,2,1,13,5,1,13,10,3,12
43,0,1,313,1,21,3,3,4,1,61,3,1,2,4,1,15238,7,0,20,4,1,1,8,1,3,3,2,1,2
43,0,2,1473,1,8,4,4,3,0,74,3,2,0,3,0,2227,4,1,14,3,4,0,8,3,3,5,2,0,2
25,0,2,891,2,4,2,1,2,0,99,2,2,7,4,2,12090,1,1,11,3,2,0,5,3,3,5,4,1,3
37,0,0,1063,1,25,5,3,2,0,72,3,2,6,3,1,23866,3,1,15,3,1,2,15,2,3,13,11,10,7
31,0,2,329,1,1,2,1,4,1,98,2,1,2,1,1,16193,1,0,12,3,3,1,4,3,3,4,2,3,2
39,0,1,1218,1,1,1,1,2,1,52,3,5,3,3,0,8213,1,1,14,3,3,1,21,3,3,21,8,1,6
56,0,1,906,2,6,3,1,3,0,86,4,4,7,1,1,18256,9,0,11,3,4,3,36,0,2,7,7,7,7
30,0,2,1082,2,12,3,5,2,0,83,3,2,7,3,2,19558,0,0,11,3,2,0,6,6,3,5,4,4,4
41,0,2,645,2,1,3,2,2,1,49,4,3,7,1,1,19566,1,0,16,3,3,1,10,2,3,10,7,0,7
28,0,2,1300,1,17,2,3,3,1,79,3,2,2,1,0,13535,1,0,12,3,4,1,10,2,3,10,0,1,8
25,1,2,688,1,3,3,3,1,1,91,3,1,2,1,1,9396,5,0,13,3,3,1,6,5,3,2,2,0,2
52,0,2,319,1,3,3,3,4,1,39,2,3,4,3,1,19609,2,1,14,3,3,0,28,4,3,5,4,0,4
45,0,2,192,1,10,2,1,1,1,69,3,1,6,4,1,9655,3,0,21,4,4,2,8,3,2,2,2,0,2
52,0,2,1490,1,4,2,1,4,0,30,3,4,3,4,1,10310,2,0,13,3,4,0,31,2,1,5,2,1,4
42,0,1,532,1,29,2,1,1,0,92,3,2,6,3,0,12932,2,0,11,3,2,1,19,3,3,5,4,0,2
30,0,2,317,1,2,3,1,3,0,43,1,2,4,4,2,24793,2,0,20,4,3,0,11,2,3,5,4,0,2
60,0,2,422,1,7,3,1,1,0,41,3,5,3,1,1,3854,5,0,11,3,4,0,33,5,1,29,8,11,10
46,0,2,1485,1,18,3,3,3,0,87,3,2,4,3,0,26314,2,0,14,3,3,1,19,5,2,10,7,0,8
42,0,1,1368,1,28,4,5,4,0,88,2,2,0,4,1,4386,0,0,11,3,4,3,7,4,4,6,5,0,4
24,1,2,1448,2,1,1,5,1,0,62,3,1,8,2,2,21972,1,1,16,3,2,0,6,4,3,5,3,1,4
34,1,1,296,2,6,2,2,4,0,33,1,1,8,3,0,12253,0,0,16,3,4,1,3,3,2,2,2,1,0
38,0,1,1490,1,2,2,1,4,1,42,3,1,2,4,1,12106,1,1,23,4,3,1,1,3,3,1,0,0,0
40,0,2,1398,2,2,4,1,3,0,79,3,5,3,3,1,13022,0,0,14,3,4,0,21,2,3,20,15,1,12
26,0,2,1349,1,23,3,1,1,0,90,3,1,6,4,0,3032,1,0,22,4,2,2,3,3,1,3,2,0,2
30,0,0,1400,1,3,3,1,3,1,53,3,1,2,4,1,16734,4,0,15,3,3,1,9,3,1,5,3,1,4
29,0,2,986,1,3,4,3,2,1,93,2,3,5,3,1,21526,1,0,18,3,3,0,10,2,3,10,2,0,7
29,1,2,408,1,25,5,5,3,0,71,2,1,6,2,1,18300,5,0,16,3,2,0,6,2,4,2,2,1,1
19,1,2,489,0,2,2,5,1,1,52,2,1,1,4,2,18437,1,0,12,3,3,0,1,3,4,1,0,0,0
30,0,0,1398,2,22,4,4,3,0,69,3,3,7,1,1,2890,0,0,11,3,3,0,10,3,3,9,8,7,8
57,0,2,210,2,29,3,2,1,1,56,2,4,3,4,0,22102,3,0,12,3,3,1,32,3,2,1,0,0,0
50,0,2,1099,1,29,4,1,2,1,88,2,4,3,3,1,9314,0,0,15,3,2,1,28,2,3,27,10,15,7
30,0,0,1116,1,2,3,3,3,0,49,3,1,2,4,2,7181,0,0,14,3,3,0,12,2,2,11,7,6,7
60,0,1,1499,2,28,3,2,3,0,80,2,3,7,1,1,2845,4,0,19,3,4,0,22,5,4,18,13,13,11
47,0,2,983,1,2,2,3,1,0,65,3,2,4,4,0,7389,5,0,13,3,3,3,20,2,3,5,0,0,4
46,0,2,1009,1,2,3,1,1,1,51,3,4,5,3,1,2288,6,0,13,3,3,0,26,2,1,3,2,0,1
35,0,2,144,1,22,3,1,4,1,46,1,1,2,3,2,19225,0,0,15,3,3,0,6,2,3,5,4,4,3
54,0,2,548,1,8,4,1,3,0,42,3,2,2,3,2,23428,7,0,11,3,3,0,19,3,3,1,0,0,0
34,0,2,1303,1,2,4,1,4,1,62,2,1,6,3,0,8416,3,0,12,3,3,1,14,3,3,7,3,5,7
46,0,2,1125,2,10,3,2,3,0,94,2,3,7,4,1,11563,2,1,19,3,3,1,15,3,3,3,2,1,2
31,0,2,1274,1,9,1,1,3,1,33,3,3,4,2,0,14394,1,0,25,4,4,1,13,6,4,13,8,0,8
33,1,2,1277,1,15,1,3,2,1,56,3,3,3,3,1,24619,7,1,12,3,4,0,15,2,4,7,6,7,7
33,1,2,587,1,10,1,3,1,1,38,1,1,2,4,0,6705,7,0,13,3,1,3,8,2,3,4,3,1,3
30,0,2,413,2,7,1,2,4,1,57,3,1,8,2,2,18398,0,0,14,3,1,0,4,3,3,3,2,1,2
35,0,2,1276,1,16,3,1,4,1,72,3,3,0,3,1,14295,4,1,12,3,3,0,10,2,3,8,7,0,0
31,1,1,534,1,20,3,1,1,1,66,3,3,0,3,1,22908,3,0,12,3,1,0,12,2,3,1,0,0,0
34,1,1,988,0,23,3,0,2,0,43,3,3,1,1,0,11533,9,1,15,3,3,3,11,2,3,3,2,0,2
42,0,1,1474,1,5,2,4,2,1,97,3,1,2,3,1,9260,4,0,17,3,4,1,8,4,3,2,2,2,0
36,0,0,635,2,10,4,3,2,1,32,3,3,7,4,2,15318,1,0,14,3,4,0,10,3,2,10,3,9,7
22,1,1,1368,1,4,1,5,3,1,99,2,1,2,3,2,9129,5,0,16,3,3,0,4,3,3,2,2,1,2
